<X>,<Y>
48.46003446,7.998533566
48.50637014,8.29897446
48.5340685,8.502460223
48.5340685,8.502460223
48.5340685,8.502460223
48.56915829,8.799861488
48.59784558,9.09785757
48.61100688,9.264040838
48.63828019,9.765811301
48.64580201,10.0890437
48.64531925,10.41227609
48.63500384,10.77699998
48.63081595,10.86753942
48.60732552,11.23178283
48.57227201,11.60278287
48.53303214,11.92109009
48.49227916,12.19529918
48.44696369,12.45854721
48.37930108,12.79821487
48.28569,13.19909981
48.21399267,13.46896507
48.13564003,13.7369414
48.04878624,14.00831247
47.9109657,14.39624147
47.79076063,14.70131895
47.66132028,15.00256386
47.5155511,15.31426987
47.4312156,15.48332499
47.26985113,15.78711334
47.04567821,16.17278473
46.90045678,16.40354943
46.74907532,16.63031354
46.59629659,16.84642146
46.33335725,17.19195313
46.11859046,17.45237499
45.89495171,17.70522214
45.65473719,17.9581516
45.55449936,18.05844272
45.30461047,18.29603838
44.99872198,18.5646115
44.86193326,18.67738993
44.86193326,18.67738993
44.75312012,18.7640704
44.64307066,18.84918348
44.49567352,18.95947951
44.32631589,19.08146116
44.05874909,19.26514648
43.71364961,19.48850344
43.48440387,19.63004486
43.34293649,19.71513828
43.2508402,19.76977602
43.15852882,19.82425565
43.03951196,19.8945704
42.9690116,19.93646365
42.8876741,19.98513236
42.8876741,19.98513236
42.77752482,20.05168238
42.68468923,20.10828588
42.56340565,20.18281308
42.41625999,20.27390341
42.22540967,20.39274255
41.96748339,20.55375197
41.67412742,20.73618529
41.56583852,20.80308708
41.30448364,20.96310538
41.01419712,21.13781372
40.73478606,21.30235195
40.48308081,21.44714613
40.28392929,21.55923575
40.28392929,21.55923575
40.1874018,21.6127242
40.08514074,21.66862923
39.98588177,21.72210835
39.88621297,21.77507041
39.7583243,21.84182825
39.60204065,21.92137152
39.39934831,22.02078492
39.12659651,22.14697934
38.76154698,22.30035988
38.50959719,22.39471869
38.42995614,22.42268821
38.35016069,22.45012003
38.24845062,22.48418721
38.12966508,22.52266101
37.96375184,22.57399976
37.75818591,22.63367366
37.47903539,22.70761583
37.09137267,22.79646856
36.86892418,22.8400522
36.783891,22.8553873
36.69878754,22.87016559
36.57817797,22.89011388
36.43873816,22.91168819
36.26389126,22.936416
36.01322822,22.96711028
35.7825721,22.99010365
35.46744204,23.0128515
35.20573353,23.02369209
35.08242681,23.02612095
34.95932968,23.02674168
34.7697399,23.02409445
34.53963918,23.01485882
34.39839749,23.0058479
34.25761657,22.9943481
34.05527617,22.9734752
33.80093473,22.94007822
33.57283761,22.90344697
33.47553122,22.88585955
33.37854628,22.86708883
33.23669461,22.83741502
33.07041587,22.7992949
32.85502962,22.74459819
32.57069051,22.66326402
32.32255156,22.58396454
32.11614919,22.51227219
32.0183254,22.47651767
31.94281081,22.4480447
31.86761772,22.41882666
31.76037999,22.37566877
31.63830906,22.32442428
31.48770721,22.25811956
31.29815767,22.1698694
31.04930921,22.04598434
30.92252784,21.9793902
30.79677155,21.91094378
30.63708568,21.82043469
30.57439411,21.78375833
30.47993532,21.72721478
30.38618516,21.66953121
30.25211467,21.58429317
30.09239545,21.4784527
29.88254992,21.3321083
29.60295785,21.12376876
29.27236699,20.85662559
29.05795973,20.67052946
28.84877092,20.47856411
28.59646052,20.23241372
28.41542085,20.04522305
28.41542085,20.04522305
28.33961831,19.96407273
28.26460972,19.88218675
28.15475498,19.75956256
28.13307768,19.73500039
28.05812672,19.64924563
27.98379024,19.56296526
27.88819274,19.45020116
27.77155685,19.30985868
27.61795861,19.12040612
27.37190966,18.80602151
27.21939901,18.60454149
27.1321909,18.48711866
27.05997922,18.38869769
26.9883059,18.28985774
26.89311729,18.15647093
26.78952122,18.00798922
26.65158276,17.80369715
26.47077912,17.52150504
26.25167141,17.15040729
26.14721783,16.958891
26.04746133,16.76493521
25.98679932,16.64111187
25.92786436,16.51646473
25.8509976,16.34752358
25.75694036,16.13148647
25.63614729,15.84103626
25.57866845,15.69880517
25.54472619,15.61417792
25.51076734,15.52950438
25.46124625,15.40623726
25.40314069,15.26227331
25.32790104,15.0775148
25.25230479,14.89393258
25.18588534,14.73417552
25.08912691,14.50372471
24.96185971,14.20412472
24.92705843,14.12253059
24.89231663,14.04079295
24.84471856,13.92837213
24.78948836,13.79733054
24.72053295,13.63289203
24.63213374,13.42085147
24.569356,13.26940629
24.50674789,13.11744062
24.41621368,12.8956318
24.32634703,12.6725181
24.28766901,12.57556302
24.24908904,12.47839588
24.19235503,12.33458104
24.12554375,12.16363801
24.03821817,11.93726703
23.9465806,11.69562934
23.9465806,11.69562934
