x,y
10.0,70.93552702034782
10.9252354195171,70.96131947344595
11.847597044740011,71.03861672101634
12.764220007420246,71.1671786767152
13.672257263676313,71.3466060252905
14.568888436952262,71.57634146286075
15.451328578147137,71.85567142790885
16.316836815706267,72.18372831761411
17.162724868807054,72.55949318263899
17.98636539719723,72.98179889200007
18.785200161750808,73.44933375819343
19.556747970394994,73.96064561131455
19.556747970394994,73.96064561131455
20.5985674939814,74.31348366521496
21.6254545181202,74.70767353274253
22.63576845112241,75.14258544196974
23.627895179066265,75.61752456196878
24.60024964456374,76.13173211289852
25.55127837910531,76.68438657825848
26.47946198493719,77.27460501737316
27.38331756250589,77.90144447600989
28.261401079591963,78.56390349287645
29.112309678347856,79.26092369959166
29.934683916554135,79.99139151157293
30.72720993951333,80.75413990713893
31.488621579111523,81.54795029198561
32.217702376694106,82.37155444605624
32.913287526523945,83.22363654969546
33.57426573671696,84.10283528585019
34.19958100468206,85.00774601495874
34.78823430422895,85.93692301905355
35.33928518164826,86.88888181149231
35.33928518164826,86.88888181149231
34.95084502018551,86.53845721079259
34.59753869848113,86.15263626416514
34.28257713596227,85.7349253905355
34.0088227671164,85.28912083094623
33.77876352710686,84.81927414754941
33.594490240914,84.32965540218883
33.45767762149422,83.82471434921308
33.36956904964937,83.30903999520638
33.330965273930076,82.78731889316718
33.34221713327072,82.26429255016508
33.40322236849413,81.74471433556394
33.513426551663684,81.23330628143819
33.67182812483674,80.73471616778863
33.876987502426104,80.25347528257633
34.12704015444548,79.79395724045955
34.41971355173575,79.3603382344977
34.752347819170325,78.95655908206281
35.12191990913918,78.58628940989288
35.52507107561793,78.25289430378065
35.9581373991322,77.95940372599219
36.417183085199994,77.70848497835598
36.89803623362935,77.5024184612836
37.39632675359245,77.34307694902871
37.90752607989637,77.23190856953532
38.426988329501,77.1699236435576
38.94999252424532,77.1576855026602
39.471785496053286,77.19530536954692
39.98762508468833,77.28244134724613
40.49282323546621,77.41830152633987
40.98278860524576,77.60165118199694
41.45306828948549,77.83082399540233
41.8993882911422,78.10373719760025
41.8993882911422,78.10373719760025
42.22386733349777,77.70228999779707
42.57816247600686,77.32689493236295
42.960189122762976,76.97976074458235
43.36769951169307,76.66292989685464
43.798295939902864,76.37826655328757
44.24944487124158,76.12744561135936
44.71849184308003,75.91194284718455
45.20267708459404,75.73302623236683
45.699151754658395,75.59174847352872
46.20499470381118,75.48894081841381
46.71722966166476,75.42520816500482
47.232842748636315,75.40092550243502
47.74880020896271,75.41623570463328
48.262066260662564,75.47104868968485
48.769620957420095,75.56504194985378
49.2684779572954,75.69766244914868
49.755702093713786,75.8681298772667
50.2284266453504,76.07544124077043
50.6838702032978,76.31837676448409
51.119353036273715,76.59550706838658
51.53231285757971,76.90520157777404
51.92031990104134,77.2456381172083
52.281091217226205,77.61481363180273
52.61250410582413,78.01055597276336
52.91260860515616,78.43053667784216
53.179638965326895,78.87228467150472
53.412024037514534,79.33320080420367
53.608396518270375,79.81057314521183
53.76760099443624,80.30159293903543
53.888700741345346,80.80337113152328
53.97098323430741,81.31295536843584
54.01396434094967,81.82734736645838
54.017391169746894,82.34352055445076
53.981243557980434,82.8584378811367
53.90573419037124,83.36906968445595
53.79130734768902,83.87241151743986
53.6386362927004,84.36550182572677
53.448619308836584,84.84543937270669
53.22237441488812,85.30940030976936
52.961232786824425,85.75465479121796
52.666730925442614,86.1785830360902
52.34060161592947,86.57869074238226
51.98476373252862,86.9526237629817
51.60131094829992,87.29818195695933
51.19249941640052,87.61333213472207
50.76073449536821,87.89622002086034
50.308556596512545,88.14518116430301
49.83862623668476,88.35875073158718
49.35370838437272,88.53567212562105
49.35370838437272,88.53567212562105
49.94615923607638,89.41431049326899
50.48999738868798,90.32383974323923
50.98361630115547,91.26157305396347
51.4255577840467,92.22474028684016
51.81451630715667,93.21049616944373
52.14934285614736,94.21592870068508
52.42904832682722,95.2380677530939
52.652806447043474,96.27389384681075
52.81995621755557,97.32034706937026
52.93000386467941,98.37433611492526
52.982624298934,99.43274741620954
52.97766207538153,100.4924543422626
52.91513185282409,101.5503264347456
52.79521835050038,102.6032386555636
52.61827580241046,103.64808061847611
52.384826910880356,104.6817657774248
52.09556130245797,105.70124054443548
51.7513334907015,106.70349331015916
51.3531603518786,107.68556334040514
50.90221812103323,108.64454952238464
50.39983891729397,109.5776189348282
49.847506808688465,110.48201521665979
49.24685342808868,111.35506670950627
49.24685342808868,111.35506670950627
49.24205926566148,112.3788833664945
49.23726510323429,113.40270002348274
49.2324709408071,114.42651668047098
49.2276767783799,115.45033333745923
49.22288261595271,116.47414999444746
